"","Date","Sample.ID","Chamber.ID","Plate","Cross","Temperature","Type","Salinity","Run","Volume","Org.Number","Notes","Resp.Intercept","R.umol.L.min","Photo.Intercept","P.umol.L.min","R.umol.min","P.umol.min","R.Blank.umol.min","P.Blank.umol.min","R.umol.min.corr","P.umol.min.corr","R.umol.org.min","R.nmol.org.min","P.umol.org.min","P.nmol.org.min","GP.umol.min.corr","GP.umol.org.min","GP.nmol.org.min"
"11",20210616,16,"C4",710,"222x204",27,"Sample",34,1,8e-05,6,NA,273.431899505245,-1.96722202797203,207.409278858599,0.320501387157733,-0.000157377762237762,2.56401109726186e-05,-3.04389979643027e-05,5.89283662598634e-06,-0.00012693876427346,1.97472743466323e-05,-2.11564607122433e-05,-0.0211564607122433,3.29121239110538e-06,0.00329121239110538,0.000146686038620092,2.44476731033487e-05,0.0244476731033487
"12",20210616,22,"D4",710,"222x4",27,"Sample",34,1,8e-05,6,NA,208.075983426758,-1.62346906398731,194.615680761455,-1.03812753897024,-0.000129877525118985,-8.30502031176192e-05,-3.04389979643027e-05,5.89283662598634e-06,-9.94385271546821e-05,-8.89430397436055e-05,-1.65730878591137e-05,-0.0165730878591137,-1.48238399572676e-05,-0.0148238399572676,1.04954874110765e-05,1.74924790184609e-06,0.00174924790184609
"13",20210616,5,"A5",710,"222x4",27,"Sample",34,1,8e-05,6,NA,223.692906634414,-1.03952910820836,185.363589495212,0.198970161393894,-8.31623286566688e-05,1.59176129115115e-05,-3.04389979643027e-05,5.89283662598634e-06,-5.27233306923661e-05,1.00247762855252e-05,-8.78722178206101e-06,-0.00878722178206101,1.67079604758753e-06,0.00167079604758753,6.27481069778912e-05,1.04580178296485e-05,0.0104580178296485
"14",20210616,11,"B5",710,"210x4",27,"Sample",34,1,8e-05,6,NA,218.305927175859,-1.23644775292995,179.172772427789,-0.152443896245239,-9.8915820234396e-05,-1.21955116996191e-05,-3.04389979643027e-05,5.89283662598634e-06,-6.84768222700933e-05,-1.80883483256055e-05,-1.14128037116822e-05,-0.0114128037116822,-3.01472472093424e-06,-0.00301472472093424,5.03884739444878e-05,8.39807899074797e-06,0.00839807899074797
"15",20210616,17,"C5",710,"222x204",27,"Sample",34,1,8e-05,6,NA,288.219884260989,-1.88657417582417,210.503070875531,0.339262389665662,-0.000150925934065934,2.7140991173253e-05,-3.04389979643027e-05,5.89283662598634e-06,-0.000120486936101631,2.12481545472666e-05,-2.00811560169385e-05,-0.0200811560169385,3.5413590912111e-06,0.0035413590912111,0.000141735090648897,2.36225151081496e-05,0.0236225151081496
"16",20210616,23,"D5",710,"222x204",27,"Sample",34,1,8e-05,6,NA,218.460652585569,-1.36062442183164,201.613873296979,-0.592664325431667,-0.000108849953746531,-4.74131460345334e-05,-3.04389979643027e-05,5.89283662598634e-06,-7.84109557822285e-05,-5.33059826605197e-05,-1.30684926303714e-05,-0.0130684926303714,-8.88433044341995e-06,-0.00888433044341995,2.51049731217088e-05,4.18416218695146e-06,0.00418416218695146
"17",20210616,6,"A6",710,"210x4",27,"Sample",34,1,8e-05,6,NA,246.18064886679,-1.09553654024052,183.379346339557,1.0555761060405,-8.76429232192416e-05,8.444608848324e-05,-3.04389979643027e-05,5.89283662598634e-06,-5.72039252549389e-05,7.85532518572537e-05,-9.53398754248981e-06,-0.00953398754248981,1.30922086428756e-05,0.0130922086428756,0.000135757177112193,2.26261961853654e-05,0.0226261961853654
"18",20210616,18,"C6",710,"222x4",27,"Sample",34,1,8e-05,6,NA,194.03406057444,-0.576453227931488,157.968139400309,0.27494680352456,-4.6116258234519e-05,2.19957442819648e-05,-3.04389979643027e-05,5.89283662598634e-06,-1.56772602702163e-05,1.61029076559785e-05,-2.61287671170272e-06,-0.00261287671170272,2.68381794266308e-06,0.00268381794266308,3.17801679261948e-05,5.2966946543658e-06,0.0052966946543658
"19",20210616,24,"D6",710,"210x4",27,"Sample",34,1,8e-05,6,NA,285.65127162614,-3.14803082935302,199.423341245572,-0.66683166505073,-0.000251842466348242,-5.33465332040584e-05,-3.04389979643027e-05,5.89283662598634e-06,-0.000221403468383939,-5.92393698300447e-05,-3.69005780639898e-05,-0.0369005780639898,-9.87322830500746e-06,-0.00987322830500746,0.000162164098553894,2.70273497589824e-05,0.0270273497589824
"20",20210616,1,"A1",641,"4x210",30,"Sample",34,2,8e-05,6,NA,261.283065503423,-0.779775579281895,210.576672831466,0.436686022997082,-6.23820463425516e-05,3.49348818397666e-05,-3.44463941565404e-05,3.12919535604634e-05,-2.79356521860112e-05,3.64292827930312e-06,-4.65594203100186e-06,-0.00465594203100186,6.07154713217187e-07,0.000607154713217187,3.15785804653143e-05,5.26309674421905e-06,0.00526309674421905
"21",20210616,7,"B1",641,"222x4",30,"Sample",34,2,8e-05,6,NA,235.956761455315,-1.84396404019038,183.345715152069,-0.198580345793147,-0.00014751712321523,-1.58864276634518e-05,-3.44463941565404e-05,3.12919535604634e-05,-0.00011307072905869,-4.71783812239152e-05,-1.88451215097817e-05,-0.0188451215097817,-7.8630635373192e-06,-0.0078630635373192,6.58923478347748e-05,1.09820579724625e-05,0.0109820579724625
"22",20210616,2,"A2",641,"222x210",30,"Sample",34,2,8e-05,6,NA,252.497135832653,-1.33974285714285,174.592405334254,0.591539235029871,-0.000107179428571428,4.73231388023897e-05,-3.44463941565404e-05,3.12919535604634e-05,-7.27330344148876e-05,1.60311852419262e-05,-1.21221724024813e-05,-0.0121221724024813,2.67186420698771e-06,0.00267186420698771,8.87642196568138e-05,1.4794036609469e-05,0.014794036609469
"23",20210616,8,"B2",641,"210x4",30,"Sample",34,2,8e-05,6,NA,256.411847210909,-1.46690731827718,188.89518129013,0.459129664228899,-0.000117352585462174,3.67303731383119e-05,-3.44463941565404e-05,3.12919535604634e-05,-8.2906191305634e-05,5.43841957784848e-06,-1.3817698550939e-05,-0.013817698550939,9.06403262974747e-07,0.000906403262974747,8.83446108834824e-05,1.47241018139137e-05,0.0147241018139137
"24",20210616,14,"C2",641,"222x210",30,"Sample",34,2,8e-05,6,NA,270.622043910204,-3.44111836734694,164.448254789301,-0.565554728987365,-0.000275289469387755,-4.52443783189892e-05,-3.44463941565404e-05,3.12919535604634e-05,-0.000240843075231215,-7.65363318794526e-05,-4.01405125385358e-05,-0.0401405125385358,-1.27560553132421e-05,-0.0127560553132421,0.000164306743351762,2.73844572252937e-05,0.0273844572252937
"25",20210616,9,"B3",641,"4x210",30,"Sample",34,2,8e-05,6,NA,141.644881515878,-1.65992686554107,181.552430963606,-2.45420100783874,-0.000132794149243286,-0.000196336080627099,-3.44463941565404e-05,3.12919535604634e-05,-9.83477550867452e-05,-0.000227628034187563,-1.63912925144575e-05,-0.0163912925144575,-3.79380056979271e-05,-0.0379380056979271,-0.000129280279100817,-2.15467131834696e-05,-0.0215467131834696
"26",20210616,15,"C3",641,"4x210",30,"Sample",34,2,8e-05,6,NA,228.089058095145,-1.35484507134228,158.291712188922,0.586146844139117,-0.000108387605707382,4.68917475311294e-05,-3.44463941565404e-05,3.12919535604634e-05,-7.3941211550842e-05,1.55997939706659e-05,-1.23235352584737e-05,-0.0123235352584737,2.59996566177765e-06,0.00259996566177765,8.95410055215079e-05,1.49235009202513e-05,0.0149235009202513
"27",20210616,21,"D3",641,"222x210",30,"Sample",34,2,8e-05,6,NA,282.605447513986,-1.50652797202797,189.799249775704,0.642239308189562,-0.000120522237762238,5.1379144655165e-05,-3.44463941565404e-05,3.12919535604634e-05,-8.60758436056972e-05,2.00871910947015e-05,-1.43459739342829e-05,-0.0143459739342829,3.34786518245025e-06,0.00334786518245025,0.000106163034700399,1.76938391167331e-05,0.0176938391167331
"28",20210616,4,"A4",641,"4x210",30,"Sample",34,2,8e-05,6,NA,290.956959245779,-2.93270919324578,222.007031386195,-1.08342169713357,-0.000234616735459662,-8.66737357706856e-05,-3.44463941565404e-05,3.12919535604634e-05,-0.000200170341303122,-0.000117965689331149,-3.33617235505203e-05,-0.0333617235505203,-1.96609482218582e-05,-0.0196609482218582,8.22046519719729e-05,1.37007753286621e-05,0.0137007753286621
"29",20210616,10,"B4",641,"222x210",30,"Sample",34,2,8e-05,6,NA,285.017299962725,-1.64253464062879,214.360855690479,0.0870328008998877,-0.000131402771250303,6.96262407199102e-06,-3.44463941565404e-05,3.12919535604634e-05,-9.69563770937628e-05,-2.43293294884724e-05,-1.61593961822938e-05,-0.0161593961822938,-4.05488824807874e-06,-0.00405488824807874,7.26270476052903e-05,1.21045079342151e-05,0.0121045079342151
"30",20210616,16,"C4",641,"222x204",30,"Sample",34,2,8e-05,6,NA,297.942464736022,-2.32727710184552,201.74029883984,0.0732930698523789,-0.000186182168147642,5.86344558819031e-06,-3.44463941565404e-05,3.12919535604634e-05,-0.000151735773991101,-2.54285079722731e-05,-2.52892956651835e-05,-0.0252892956651835,-4.23808466204552e-06,-0.00423808466204552,0.000126307266018828,2.1051211003138e-05,0.021051211003138
"31",20210616,22,"D4",641,"222x4",30,"Sample",34,2,8e-05,6,NA,215.241904773919,-0.71648902472909,186.548247545645,0.059038499003433,-5.73191219783272e-05,4.72307992027464e-06,-3.44463941565404e-05,3.12919535604634e-05,-2.28727278217868e-05,-2.65688736401888e-05,-3.81212130363113e-06,-0.00381212130363113,-4.42814560669813e-06,-0.00442814560669813,-3.69614581840203e-06,-6.16024303067006e-07,-0.000616024303067006
"32",20210616,5,"A5",641,"222x4",30,"Sample",34,2,8e-05,6,NA,254.043836351399,-1.45013811188811,210.225765150688,-0.0660851132807143,-0.000116011048951049,-5.28680906245714e-06,-3.44463941565404e-05,3.12919535604634e-05,-8.15646547945084e-05,-3.65787626229206e-05,-1.35941091324181e-05,-0.0135941091324181,-6.09646043715343e-06,-0.00609646043715343,4.49858921715878e-05,7.49764869526463e-06,0.00749764869526463
"33",20210616,11,"B5",641,"210x4",30,"Sample",34,2,8e-05,6,NA,211.255243543543,-1.36126126126126,233.135300608596,-0.820964801274842,-0.000108900900900901,-6.56771841019874e-05,-3.44463941565404e-05,3.12919535604634e-05,-7.44545067443604e-05,-9.69691376624508e-05,-1.24090844573934e-05,-0.0124090844573934,-1.61615229437418e-05,-0.0161615229437418,-2.25146309180904e-05,-3.75243848634841e-06,-0.00375243848634841
"34",20210616,17,"C5",641,"222x204",30,"Sample",34,2,8e-05,6,NA,340.953047312533,-2.42316446324696,209.00407691273,1.42114126359205,-0.000193853157059757,0.000113691301087364,-3.44463941565404e-05,3.12919535604634e-05,-0.000159406762903216,8.23993475269006e-05,-2.65677938172027e-05,-0.0265677938172027,1.37332245878168e-05,0.0137332245878168,0.000241806110430117,4.03010184050195e-05,0.0403010184050195
"35",20210616,23,"D5",641,"222x204",30,"Sample",34,2,8e-05,6,NA,269.957592682701,-1.50052728954672,205.079559405604,0.244291448093041,-0.000120042183163738,1.95433158474433e-05,-3.44463941565404e-05,3.12919535604634e-05,-8.55957890071972e-05,-1.17486377130202e-05,-1.42659648345329e-05,-0.0142659648345329,-1.95810628550336e-06,-0.00195810628550336,7.3847151294177e-05,1.23078585490295e-05,0.0123078585490295
"36",20210616,6,"A6",641,"210x4",30,"Sample",34,2,8e-05,6,NA,277.607111894031,-1.22126224010731,191.064873698936,0.997900429083643,-9.77009792085848e-05,7.98320343266915e-05,-3.44463941565404e-05,3.12919535604634e-05,-6.32545850520444e-05,4.8540080766228e-05,-1.05424308420074e-05,-0.0105424308420074,8.090013461038e-06,0.008090013461038,0.000111794665818272,1.86324443030454e-05,0.0186324443030454
"37",20210616,18,"C6",641,"222x4",30,"Sample",34,2,8e-05,6,NA,222.427993428165,-1.004466571835,199.326630659449,0.0981791338582674,-8.03573257468e-05,7.85433070866139e-06,-3.44463941565404e-05,3.12919535604634e-05,-4.59109315902596e-05,-2.3437622851802e-05,-7.65182193170993e-06,-0.00765182193170993,-3.90627047530034e-06,-0.00390627047530034,2.24733087384575e-05,3.74555145640959e-06,0.00374555145640959
"38",20210616,24,"D6",641,"210x4",30,"Sample",34,2,8e-05,6,NA,209.460512337858,-1.97140271493212,177.890621811078,-1.05512838127952,-0.00015771221719457,-8.44102705023616e-05,-3.44463941565404e-05,3.12919535604634e-05,-0.000123265823038029,-0.000115702224062825,-2.05443038396715e-05,-0.0205443038396715,-1.92837040104708e-05,-0.0192837040104708,7.56359897520412e-06,1.26059982920069e-06,0.00126059982920069
"39",20210617,7,"B1",710,"4x210",27,"Sample",34,3,8e-05,6,NA,256.525911342705,-1.18519548432742,229.089139949499,-0.266924958573346,-9.48156387461936e-05,-2.13539966858677e-05,-2.92414078166155e-05,-5.74417697607232e-06,-6.55742309295781e-05,-1.56098197097954e-05,-1.0929038488263e-05,-0.010929038488263,-2.60163661829923e-06,-0.00260163661829923,4.99644112197828e-05,8.32740186996379e-06,0.0083274018699638
"40",20210617,13,"C1",710,"222x210",27,"Sample",34,3,8e-05,6,NA,226.29040619427,-1.7794366304555,175.112293308095,0.259807679803489,-0.00014235493043644,2.07846143842791e-05,-2.92414078166155e-05,-5.74417697607232e-06,-0.000113113522619825,2.65287913603514e-05,-1.88522537699708e-05,-0.0188522537699708,4.42146522672524e-06,0.00442146522672524,0.000139642313980176,2.3273718996696e-05,0.023273718996696
"41",20210617,2,"A2",710,"204x222",27,"Sample",34,3,8e-05,6,NA,252.630654305882,-0.977216289592759,225.314295761962,-0.0752963935992359,-7.81773031674207e-05,-6.02371148793887e-06,-2.92414078166155e-05,-5.74417697607232e-06,-4.89358953508053e-05,-2.79534511866555e-07,-8.15598255846754e-06,-0.00815598255846754,-4.65890853110926e-08,-4.65890853110926e-05,4.86563608389387e-05,8.10939347315645e-06,0.00810939347315645
"42",20210617,9,"B3",710,"222x210",27,"Sample",34,3,8e-05,6,NA,238.127792201052,-0.59553945061368,212.535728718341,0.212897853379965,-4.76431560490944e-05,1.70318282703972e-05,-2.92414078166155e-05,-5.74417697607232e-06,-1.84017482324789e-05,2.27760052464695e-05,-3.06695803874649e-06,-0.00306695803874649,3.79600087441159e-06,0.00379600087441159,4.11777534789485e-05,6.86295891315808e-06,0.00686295891315808
"43",20210617,15,"C3",710,"210x4",27,"Sample",34,3,8e-05,6,NA,222.841680749804,-0.729794992302082,210.016031793475,-0.402582362198785,-5.83835993841666e-05,-3.22065889759028e-05,-2.92414078166155e-05,-5.74417697607232e-06,-2.91421915675511e-05,-2.64624119998305e-05,-4.85703192792518e-06,-0.00485703192792518,-4.41040199997175e-06,-0.00441040199997175,2.67977956772061e-06,4.46629927953436e-07,0.000446629927953436
"44",20210617,4,"A4",710,"222x210",27,"Sample",34,3,8e-05,6,NA,223.372302065306,-0.900481632653065,206.148947878562,-0.360360237967416,-7.20385306122452e-05,-2.88288190373933e-05,-2.92414078166155e-05,-5.74417697607232e-06,-4.27971227956297e-05,-2.3084642061321e-05,-7.13285379927162e-06,-0.00713285379927162,-3.84744034355349e-06,-0.00384744034355349,1.97124807343088e-05,3.28541345571813e-06,0.00328541345571813
"45",20210617,10,"B4",710,"222x210",27,"Sample",34,3,8e-05,6,NA,216.963636345515,-0.688257324071275,197.395415319776,-0.0624259317538078,-5.5060585925702e-05,-4.99407454030462e-06,-2.92414078166155e-05,-5.74417697607232e-06,-2.58191781090865e-05,7.50102435767693e-07,-4.30319635151442e-06,-0.00430319635151442,1.25017072627949e-07,0.000125017072627949,2.65692805448542e-05,4.42821342414237e-06,0.00442821342414237
"46",20210617,16,"C4",710,"204x222",27,"Sample",34,3,8e-05,6,NA,285.076270891026,-1.73510897435897,211.781210201669,0.702713286713288,-0.000138808717948718,5.6217062937063e-05,-2.92414078166155e-05,-5.74417697607232e-06,-0.000109567310132102,6.19612399131354e-05,-1.82612183553504e-05,-0.0182612183553504,1.03268733188559e-05,0.0103268733188559,0.000171528550045238,2.85880916742063e-05,0.0285880916742063
"47",20210617,5,"A5",710,"210x4",27,"Sample",34,3,8e-05,6,NA,221.496205718475,-0.479325513196475,201.853323040087,0.173160575234876,-3.8346041055718e-05,1.38528460187901e-05,-2.92414078166155e-05,-5.74417697607232e-06,-9.10463323910254e-06,1.95970229948624e-05,-1.51743887318376e-06,-0.00151743887318376,3.26617049914373e-06,0.00326617049914373,2.87016562339649e-05,4.78360937232749e-06,0.00478360937232749
"48",20210617,11,"B5",710,"204x222",27,"Sample",34,3,8e-05,6,NA,233.21838327755,-0.520444897959172,216.384968835429,-0.059030023449815,-4.16355918367338e-05,-4.7224018759852e-06,-2.92414078166155e-05,-5.74417697607232e-06,-1.23941840201183e-05,1.02177510008712e-06,-2.06569733668638e-06,-0.00206569733668638,1.7029585001452e-07,0.00017029585001452,1.34159591202054e-05,2.2359931867009e-06,0.0022359931867009
"49",20210617,17,"C5",710,"204x222",27,"Sample",34,3,8e-05,6,NA,250.488152364916,-1.36229063628785,215.175326585114,-0.237441882264719,-0.000108983250903028,-1.89953505811775e-05,-2.92414078166155e-05,-5.74417697607232e-06,-7.97418430864125e-05,-1.32511736051052e-05,-1.32903071810688e-05,-0.0132903071810688,-2.2085289341842e-06,-0.0022085289341842,6.64906694813073e-05,1.10817782468846e-05,0.0110817782468846
"50",20210617,6,"A6",710,"204x222",27,"Sample",34,3,8e-05,6,NA,222.222940358555,-0.447300171526595,222.439141489466,-0.289730524252815,-3.57840137221276e-05,-2.31784419402252e-05,-2.92414078166155e-05,-5.74417697607232e-06,-6.54260590551213e-06,-1.74342649641529e-05,-1.09043431758536e-06,-0.00109043431758536,-2.90571082735881e-06,-0.00290571082735881,-1.08916590586407e-05,-1.81527650977346e-06,-0.00181527650977346
"51",20210617,18,"C6",710,"222x4",27,"Sample",34,3,8e-05,6,NA,230.52744520561,-0.235090529072545,218.406819134615,-0.0391346153846151,-1.88072423258036e-05,-3.13076923076921e-06,-2.92414078166155e-05,-5.74417697607232e-06,1.04341654908119e-05,2.61340774530311e-06,1.73902758180198e-06,0.00173902758180198,4.35567957550518e-07,0.000435567957550518,-7.82075774550876e-06,-1.30345962425146e-06,-0.00130345962425146
"52",20210617,7,"B1",641,"4x210",30,"Sample",34,4,8e-05,6,NA,240.302536979757,-1.5579028340081,204.650813276836,-0.196754144748775,-0.000124632226720648,-1.5740331579902e-05,-1.98519317011742e-05,2.89010250043323e-05,-0.000104780295019474,-4.46413565842343e-05,-1.74633825032456e-05,-0.0174633825032456,-7.44022609737238e-06,-0.00744022609737238,6.01389384352395e-05,1.00231564058733e-05,0.0100231564058733
"53",20210617,13,"C1",641,"222x210",30,"Sample",34,4,8e-05,6,NA,213.290464095481,-0.725025069980622,209.147444301089,-0.342383983580396,-5.80020055984498e-05,-2.73907186864317e-05,-1.98519317011742e-05,2.89010250043323e-05,-3.81500738972755e-05,-5.6291743690764e-05,-6.35834564954592e-06,-0.00635834564954592,-9.381957281794e-06,-0.009381957281794,-1.81416697934884e-05,-3.02361163224807e-06,-0.00302361163224807
"54",20210617,2,"A2",641,"204x222",30,"Sample",34,4,8e-05,6,NA,211.612514170041,-0.376518218623489,195.087375240438,0.0901293611991854,-3.01214574898791e-05,7.21034889593483e-06,-1.98519317011742e-05,2.89010250043323e-05,-1.02695257887049e-05,-2.16906761083975e-05,-1.71158763145082e-06,-0.00171158763145082,-3.61511268473291e-06,-0.00361511268473291,-1.14211503196926e-05,-1.90352505328209e-06,-0.00190352505328209
"55",20210617,9,"B3",641,"222x210",30,"Sample",34,4,8e-05,6,NA,254.673539924135,-1.51119013750593,201.568972441953,0.603777750984647,-0.000120895211000474,4.83022200787718e-05,-1.98519317011742e-05,2.89010250043323e-05,-0.0001010432792993,1.94011950744395e-05,-1.68405465498834e-05,-0.0168405465498834,3.23353251240658e-06,0.00323353251240658,0.00012044447437374,2.00740790622899e-05,0.0200740790622899
"56",20210617,15,"C3",641,"210x4",30,"Sample",34,4,8e-05,6,NA,193.528786976772,-0.76961809954751,195.938024200545,-0.181524386186702,-6.15694479638008e-05,-1.45219508949362e-05,-1.98519317011742e-05,2.89010250043323e-05,-4.17175162626266e-05,-4.34229758992685e-05,-6.95291937710443e-06,-0.00695291937710443,-7.23716264987808e-06,-0.00723716264987808,-1.70545963664186e-06,-2.84243272773643e-07,-0.000284243272773643
"57",20210617,4,"A4",641,"222x210",30,"Sample",34,4,8e-05,6,NA,218.09172769556,-0.978918755662941,192.630713026851,-0.224235093151124,-7.83135004530353e-05,-1.79388074520899e-05,-1.98519317011742e-05,2.89010250043323e-05,-5.84615687518611e-05,-4.68398324564222e-05,-9.74359479197685e-06,-0.00974359479197684,-7.80663874273703e-06,-0.00780663874273703,1.16217362954389e-05,1.93695604923981e-06,0.00193695604923981
"58",20210617,10,"B4",641,"222x210",30,"Sample",34,4,8e-05,6,NA,177.308557206291,-2.29419056429232,159.374533173912,-1.15886106038502,-0.000183535245143386,-9.27088848308016e-05,-1.98519317011742e-05,2.89010250043323e-05,-0.000163683313442211,-0.000121609909835134,-2.72805522403686e-05,-0.0272805522403686,-2.02683183058557e-05,-0.0202683183058557,4.20734036070775e-05,7.01223393451291e-06,0.00701223393451291
"59",20210617,16,"C4",641,"204x222",30,"Sample",34,4,8e-05,6,NA,253.097956354839,-1.48841935483872,202.328488302922,0.537237924865832,-0.000119073548387098,4.29790339892666e-05,-1.98519317011742e-05,2.89010250043323e-05,-9.92216166859234e-05,1.40780089849343e-05,-1.65369361143206e-05,-0.0165369361143206,2.34633483082238e-06,0.00234633483082238,0.000113299625670858,1.88832709451429e-05,0.0188832709451429
"60",20210617,5,"A5",641,"210x4",30,"Sample",34,4,8e-05,6,NA,194.521392278746,-0.338508710801392,188.629462878216,0.0373116765423473,-2.70806968641114e-05,2.98493412338778e-06,-1.98519317011742e-05,2.89010250043323e-05,-7.22876516293715e-06,-2.59160908809445e-05,-1.20479419382286e-06,-0.00120479419382286,-4.31934848015742e-06,-0.00431934848015742,-1.86873257180074e-05,-3.11455428633456e-06,-0.00311455428633456
"61",20210617,11,"B5",641,"204x222",30,"Sample",34,4,8e-05,6,NA,243.000199883109,-1.86206896551724,196.697002435262,-0.163511119172867,-0.000148965517241379,-1.30808895338294e-05,-1.98519317011742e-05,2.89010250043323e-05,-0.000129113585540205,-4.19819145381617e-05,-2.15189309233675e-05,-0.0215189309233675,-6.99698575636028e-06,-0.00699698575636028,8.71316710020433e-05,1.45219451670072e-05,0.0145219451670072
"62",20210617,17,"C5",641,"204x222",30,"Sample",34,4,8e-05,6,NA,209.789958652975,-1.43591060102688,208.204490765948,-0.53111137686861,-0.00011487284808215,-4.24889101494888e-05,-1.98519317011742e-05,2.89010250043323e-05,-9.50209163809762e-05,-7.13899351538211e-05,-1.58368193968294e-05,-0.0158368193968294,-1.18983225256368e-05,-0.0118983225256368,2.36309812271551e-05,3.93849687119252e-06,0.00393849687119252
"63",20210617,6,"A6",641,"204x222",30,"Sample",34,4,8e-05,6,NA,227.433642443439,-0.782533936651583,192.724231410648,0.384003414061669,-6.26027149321267e-05,3.07202731249335e-05,-1.98519317011742e-05,2.89010250043323e-05,-4.27507832309524e-05,1.81924812060123e-06,-7.12513053849207e-06,-0.00712513053849207,3.03208020100205e-07,0.000303208020100205,4.45700313515537e-05,7.42833855859228e-06,0.00742833855859228
